deal_qualilty,hyperlink,mile,name,object,other_attributes,price,self.year
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730073497/overview/,"70,992 mi.",2014 Nissan Pathfinder S,,"Exterior Color: Moonlight White,Interior Color: Charcoal,Transmission: Automatic CVT,Drivetrain: 4WD","$14,900",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730618781/overview/,"92,228 mi.",2014 Mazda CX-5 Sport,,"Exterior Color: Meteor Gray Mica,Interior Color: Black,Transmission: 6-SPEED A/T,Drivetrain: All Wheel Drive","$13,279",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730027453/overview/,"77,577 mi.",2014 Hyundai Tucson SE,,"Exterior Color: Diamond Silver,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$12,694",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/726343928/overview/,"82,614 mi.",2014 Nissan Rogue SV,,"Exterior Color: Brilliant Silver,Interior Color: Charcoal,Transmission: Automatic CVT,Drivetrain: AWD","$11,997",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/721643514/overview/,"22,475 mi.",2014 Jeep Cherokee Latitude,,"Exterior Color: White,Transmission: 9-Speed Automatic,Drivetrain: 4WD","$17,599",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/728194890/overview/,"50,843 mi.",2014 BMW X1 xDrive 28i,,"Exterior Color: Marrakesh Brown Metallic,Interior Color: Beige,Transmission: 8-Speed Automatic,Drivetrain: AWD","$16,488",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730280634/overview/,"24,100 mi.",2014 Mazda CX-5 Grand Touring,,"Exterior Color: Crystal White Pearl Mica,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$19,583",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/719494956/overview/,"48,761 mi.",2014 Toyota RAV4 LE,,"Exterior Color: Classic Silver Metallic,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: All Wheel Drive","$16,997",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/725476435/overview/,"50,229 mi.",2014 Ford Escape Titanium,,"Exterior Color: Tuxedo Black,Interior Color: Black,Transmission: 6-SPEED A/T,Drivetrain: Four Wheel Drive","$15,555",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/726686222/overview/,"43,589 mi.",2014 Hyundai Santa Fe Sport AWD 4dr 2.0T,,"Exterior Color: Orange,Interior Color: Gray,Transmission: 6-SPEED A/T,Drivetrain: All Wheel Drive","$16,555",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730429358/overview/,"53,229 mi.",2014 Mazda CX-5 Grand Touring,,"Exterior Color: Blue,Interior Color: Sand,Transmission: 6-Speed Automatic,Drivetrain: All Wheel Drive","$16,995",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/716372247/overview/,"11,734 mi.",2014 MINI Countryman Cooper S,,"Exterior Color: Absolute Black Metallic,Interior Color: Carbon Black,Transmission: 6-Speed Manual with Overdrive,Drivetrain: Front Wheel Drive","$16,995",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/719240754/overview/,"35,756 mi.",2014 Chevrolet Equinox 2LT,,"Exterior Color: Silver Ice Metallic,Interior Color: Jet Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$19,527",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/728891486/overview/,"56,101 mi.",2014 Nissan Rogue SL,,"Exterior Color: Super Black,Interior Color: Almond,Transmission: Automatic CVT,Drivetrain: AWD","$16,335",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/727248068/overview/,"105,102 mi.",2014 Subaru Outback 2.5i,,"Exterior Color: Ice Silver Metallic,Interior Color: Black,Transmission: Automatic CVT,Drivetrain: AWD","$12,654",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/725652532/overview/,"41,633 mi.",2014 Subaru Outback 2.5i,,"Exterior Color: Tungsten Metallic,Interior Color: Taupe,Transmission: Automatic CVT,Drivetrain: AWD","$17,324",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/727332870/overview/,"30,791 mi.",2014 Nissan Juke NISMO RS,,"Exterior Color: White Pearl,Interior Color: Nismo Red/Black,Transmission: xtronic cvt w/paddle shifters,Drivetrain: All Wheel Drive","$16,495",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/724801267/overview/,"31,463 mi.",2014 Ford Escape SE,,"Exterior Color: Ruby Red Tinted Clearcoat,Interior Color: Charcoal Black,Transmission: 6-Speed Automatic,Drivetrain: 4WD","$16,888",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/728800912/overview/,"97,555 mi.",2014 Subaru Forester 2.5i Limited,,"Exterior Color: Ice Silver Metallic,Interior Color: Dark Gray,Transmission: Automatic CVT,Drivetrain: AWD","$13,500",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730597540/overview/,"43,130 mi.",2014 Subaru Forester 2.5i Premium,,"Exterior Color: Satin White Pearl,Interior Color: Gray,Transmission: lineartronic cvt,Drivetrain: All Wheel Drive","$17,877",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/729405599/overview/,"49,872 mi.",2014 Nissan Rogue SV,,"Exterior Color: Moonlight White,Interior Color: Charcoal,Transmission: Automatic CVT,Drivetrain: AWD","$15,200",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/725143092/overview/,"30,472 mi.",2014 Nissan Murano SL,,"Exterior Color: Super Black,Interior Color: Black,Transmission: Automatic CVT,Drivetrain: AWD","$19,000",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/725333521/overview/,"21,699 mi.",2014 Nissan Murano SL,,"Exterior Color: Midnight Garnet,Interior Color: Black,Transmission: Automatic CVT,Drivetrain: AWD","$19,900",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/724298436/overview/,"51,116 mi.",2014 Nissan Pathfinder SV,,"Exterior Color: Super Black,Interior Color: Charcoal,Transmission: Automatic CVT,Drivetrain: 4WD","$15,300",2014
FAIR PRICE,https://www.cars.com/vehicledetail/detail/729005073/overview/,"35,106 mi.",2014 Ford Edge SEL,,"Exterior Color: Ingot Silver Metallic,Interior Color: Medium Light Stone,Transmission: 6-Speed Automatic,Drivetrain: FWD","$19,727",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/723506152/overview/,"80,163 mi.",2014 Ford Edge SEL,,"Exterior Color: Mineral Gray Metallic,Interior Color: Medium Light Stone,Transmission: 6-Speed Automatic,Drivetrain: AWD","$12,999",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/729238781/overview/,"65,632 mi.",2014 Chevrolet Equinox 1LT,,"Exterior Color: Silver Ice Metallic,Interior Color: Jet Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$14,750",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/727650393/overview/,"95,050 mi.",2014 Hyundai Santa Fe Sport 2.4L,,"Exterior Color: Mineral Gray,Interior Color: Gray,Transmission: 6-Speed Automatic,Drivetrain: AWD","$12,160",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/729502517/overview/,"39,828 mi.",2014 Volkswagen Tiguan 4MOTION Auto SE,,"Exterior Color: Deep Black Pearl,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$14,000",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/716141680/overview/,"53,330 mi.",2014 Jeep Cherokee Limited 4x4,,"Exterior Color: Billet Silver Metallic Clearcoat,Interior Color: Black,Transmission: Automatic w/OD,Drivetrain: Four Wheel Drive","$15,495",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/729401428/overview/,"11,541 mi.",2014 Honda CR-V LX,,"Exterior Color: Basque Red Pearl Ii,Transmission: 5-SPEED A/T,Drivetrain: All Wheel Drive","$17,690",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/715536796/overview/,"51,965 mi.",2014 Toyota RAV4 Limited,,"Exterior Color: Black,Interior Color: Terracotta,Transmission: 6-Speed Automatic,Drivetrain: AWD","$17,795",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/729526984/overview/,"72,809 mi.",2014 Jeep Compass Latitude,,"Exterior Color: Rugged Brown Pearlcoat,Interior Color: Light Pebble Beige / Dark Slate Gra,Transmission: 6-Speed Automatic,Drivetrain: 4WD","$11,990",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730480001/overview/,"37,362 mi.",2014 Hyundai Santa Fe Sport AWD 4dr 2.0T,,"Exterior Color: Serrano Red,Interior Color: Beige,Transmission: 6-SPEED A/T,Drivetrain: All Wheel Drive","$19,275",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730597329/overview/,"25,688 mi.",2014 Jeep Cherokee Latitude,,"Exterior Color: True Blue Pearlcoat,Interior Color: Black,Transmission: 9-Speed Automatic w/OD,Drivetrain: 4WD","$16,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/722268596/overview/,"20,987 mi.",2014 Jeep Compass Latitude,,"Exterior Color: Black Clearcoat,Interior Color: Dark Slate Gray,Transmission: 6-Speed Automatic w/OD,Drivetrain: 4WD","$15,495",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730938854/overview/,"31,068 mi.",2014 Nissan Rogue SL,,"Exterior Color: Graphite Blue,Interior Color: Charcoal,Transmission: Automatic CVT,Drivetrain: AWD","$19,495",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/727543773/overview/,"36,002 mi.",2014 Mazda CX-9 Touring,,"Exterior Color: Jet Black Mica,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$19,899",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/728014955/overview/,"45,199 mi.",2014 Mazda CX-9 Touring,,"Exterior Color: Jet Black Mica,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$18,998",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/723479781/overview/,"53,702 mi.",2014 Jeep Grand Cherokee Laredo,,"Exterior Color: Brilliant Black Crystal Pearlcoat,Interior Color: Black,Transmission: 8-Speed Automatic,Drivetrain: 4WD","$19,937",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/721200292/overview/,"40,609 mi.",2014 Hyundai Tucson GLS,,"Exterior Color: Garnet Red,Interior Color: Beige,Transmission: 6-Speed Automatic,Drivetrain: FWD","$14,937",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/727577359/overview/,"42,406 mi.",2014 Hyundai Santa Fe Sport 2.0L Turbo,,"Exterior Color: Mineral Gray,Interior Color: Gray,Transmission: 6-Speed Automatic,Drivetrain: FWD","$18,937",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/728441125/overview/,"47,532 mi.",2014 Jeep Cherokee Limited,,"Exterior Color: Deep Cherry Red Crystal Pearlcoat,Interior Color: Black,Transmission: 9-Speed Automatic,Drivetrain: 4WD","$18,900",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/726690364/overview/,"43,276 mi.",2014 Honda CR-V EX-L,,"Exterior Color: Twilight Blue Metallic,Interior Color: Gray,Transmission: 5-Speed Automatic,Drivetrain: AWD","$18,900",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730674748/overview/,"37,274 mi.",2014 Nissan Rogue SL,,"Exterior Color: Gray,Interior Color: Black,Transmission: 1-Speed CVT w/OD,Drivetrain: FWD","$16,998",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/718383655/overview/,"27,516 mi.",2014 Nissan Rogue SL,,"Exterior Color: Red,Interior Color: Black,Transmission: 1-Speed CVT w/OD,Drivetrain: AWD","$17,998",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/725387573/overview/,"28,222 mi.",2014 Honda CR-V EX-L,,"Exterior Color: Silver,Transmission: 5-SPEED A/T,Drivetrain: All Wheel Drive","$19,800",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/726272592/overview/,"67,622 mi.",2014 Toyota RAV4 Limited,,"Exterior Color: Black,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$17,444",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/724126642/overview/,"43,197 mi.",2014 Toyota RAV4 Limited,,"Exterior Color: Barcelona Red Metallic,Interior Color: Ash,Transmission: 6-Speed Automatic,Drivetrain: AWD","$19,493",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/726737678/overview/,"55,885 mi.",2014 Toyota RAV4 Limited,,"Exterior Color: Magnetic Gray Metallic,Interior Color: Ash,Transmission: 6-Speed Automatic,Drivetrain: AWD","$19,993",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/720950236/overview/,"46,779 mi.",2014 Jeep Cherokee Latitude,,"Exterior Color: Bright White Clearcoat,Interior Color: Black,Transmission: 9-Speed Automatic,Drivetrain: FWD","$13,997",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/725452444/overview/,"94,149 mi.",2014 Mazda CX-5 Grand Touring,,"Exterior Color: Sky Blue Mica,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$12,044",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/723160902/overview/,"49,296 mi.",2014 Buick Encore Convenience,,"Exterior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: FWD","$13,300",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/726742657/overview/,"44,653 mi.",2014 Ford Escape Titanium,,"Exterior Color: Sterling Gray Metallic,Interior Color: Medium Light Stone,Transmission: 6-Speed Automatic,Drivetrain: 4WD","$18,300",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/729322074/overview/,"35,586 mi.",2014 Kia Sorento LX,,"Exterior Color: Wave Blue,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$16,000",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/715917345/overview/,"60,627 mi.",2014 Nissan Rogue SV,,"Exterior Color: Gun Metallic,Interior Color: Charcoal,Transmission: Automatic CVT,Drivetrain: AWD","$15,900",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/719485554/overview/,"44,570 mi.",2014 Toyota RAV4 XLE,,"Exterior Color: Gray,Interior Color: Black,Transmission: 6-SPEED A/T,Drivetrain: All Wheel Drive","$16,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/729936941/overview/,"51,886 mi.",2014 Nissan Murano SL,,"Exterior Color: Super Black,Interior Color: Black,Transmission: Automatic CVT,Drivetrain: AWD","$17,500",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/726079023/overview/,"45,098 mi.",2014 Kia Sorento LX,,"Exterior Color: Ebony Black,Interior Color: Black,Transmission: 6-Speed Automatic w/OD,Drivetrain: FWD","$13,988",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/729321026/overview/,"30,349 mi.",2014 Nissan Murano SL,,"Exterior Color: Pearl White,Interior Color: Beige,Transmission: Automatic CVT,Drivetrain: AWD","$19,875",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/726458374/overview/,"44,697 mi.",2014 Ford Edge SEL,,"Exterior Color: Tuxedo Black Metallic,Interior Color: Charcoal Black,Transmission: 6-Speed Automatic w/OD,Drivetrain: AWD","$18,796",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/727017073/overview/,"35,336 mi.",2014 Jeep Compass Sport,,"Exterior Color: Silver,Interior Color: Gray,Transmission: Automatic*CRUISE CONTROL, FOG LIGHTS, CD PLAYER*","$12,045",2014
NOT A GOOD DEAL,https://www.cars.com/vehicledetail/detail/727017005/overview/,"40,957 mi.",2014 Nissan Rogue SL,,"Exterior Color: Blue,Interior Color: Gray,Transmission: Automatic*NAVIGATION, BACK UP CAMERA,*","$16,795",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/727017048/overview/,"37,651 mi.",2014 Volkswagen Tiguan S,,"Exterior Color: Black,Interior Color: Black,Transmission: Automatic*1 OWNER VEHICLE, BLUETOOTH,*","$11,995",2014
NOT A GOOD DEAL,https://www.cars.com/vehicledetail/detail/727017023/overview/,"27,275 mi.",2014 Nissan Rogue SV,,"Exterior Color: Blue,Interior Color: Beige,Transmission: Automatic*1 OWNER VEHICLE, BACK UP CAMERA*","$15,045",2014
NOT A GOOD DEAL,https://www.cars.com/vehicledetail/detail/727017037/overview/,"23,449 mi.",2014 Jeep Compass Latitude,,"Exterior Color: Gray,Interior Color: Gray,Transmission: Automatic*1 OWNER, CLEAN CARFAX, REMOTE START*","$13,895",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/727017018/overview/,"36,231 mi.",2014 Nissan Rogue SV,,"Exterior Color: Gray,Interior Color: Gray,Transmission: Automatic*1 OWNER VEHICLE, CLEAN CARFAX*","$14,895",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/727017043/overview/,"32,507 mi.",2014 Jeep Compass Latitude,,"Exterior Color: Silver,Interior Color: Black,Transmission: Automatic*1 OWNER VEHICLE, BLUETOOTH,*","$13,395",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/724953780/overview/,"80,582 mi.",2014 Ford Explorer XLT,,"Exterior Color: Ingot Silver Metallic,Interior Color: Charcoal Black,Transmission: 6-Speed Automatic,Drivetrain: 4WD","$18,495",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/725041278/overview/,"63,920 mi.",2014 Honda CR-V EX-L,,"Exterior Color: White Diamond Pearl,Interior Color: Black,Transmission: 5-Speed Automatic,Drivetrain: AWD","$17,499",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/723294648/overview/,"39,093 mi.",2014 Mazda CX-9 Touring,,"Exterior Color: Jet Black Mica,Interior Color: Sand,Transmission: 6-Speed Automatic,Drivetrain: AWD","$15,995",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730794671/overview/,"56,042 mi.",2014 Ford Escape SE,,"Exterior Color: White,Interior Color: Medium Light Stone,Transmission: 6-Speed Automatic,Drivetrain: 4WD","$15,995",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/724875846/overview/,"18,984 mi.",2014 Buick Encore Base,,"Exterior Color: Quicksilver Metallic,Interior Color: Ebony,Transmission: 6-Speed Automatic,Drivetrain: AWD","$15,802",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/726477873/overview/,"49,334 mi.",2014 Honda CR-V LX,,"Exterior Color: Kona Coffee Metallic,Interior Color: Black,Transmission: 5-Speed Automatic,Drivetrain: AWD","$15,998",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/725179548/overview/,"29,932 mi.",2014 Nissan Pathfinder SV,,"Exterior Color: Super Black,Interior Color: Charcoal,Transmission: 1-Speed CVT w/OD,Drivetrain: 4WD","$19,495",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/725179378/overview/,"36,294 mi.",2014 Nissan Pathfinder SV,,"Exterior Color: Super Black,Interior Color: Charcoal,Transmission: 1-Speed CVT w/OD,Drivetrain: 4WD","$18,995",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/727529759/overview/,"35,715 mi.",2014 Jeep Cherokee Latitude,,"Exterior Color: Deep Cherry Red Crystal Pearlcoat,Interior Color: Black,Transmission: 9-Speed Automatic w/OD,Drivetrain: FWD","$15,997",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/715469962/overview/,"37,506 mi.",2014 Kia Sorento LX,,"Exterior Color: Titanium Silver,Interior Color: Black,Transmission: 6-Speed Automatic w/OD,Drivetrain: AWD","$15,499",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/722102171/overview/,"30,706 mi.",2014 Kia Sportage LX,,"Exterior Color: Black*Backup, Usb, Bluetooth, Awd*,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$14,795",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730597321/overview/,"15,767 mi.",2014 Jeep Compass Latitude,,"Exterior Color: True Blue Pearlcoat,Interior Color: Dark Slate Gray,Transmission: 6-Speed Automatic w/OD,Drivetrain: 4WD","$16,995",2014
